"Task ID","Event Date Time (UTC)","Performance Counter","Value"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\processor(_total)\% processor time","2.29286727960397"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\processor(0)\% processor time","3.06221478133938"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\processor(1)\% processor time","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\processor(2)\% processor time","4.60090978481018"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\processor(3)\% processor time","1.52351977786858"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\processor(_total)\% privileged time","0.769347501735402"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\processor(_total)\% user time","1.5386950034708"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(default)\cpu usage %","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(internal)\cpu usage %","4.25742574257426"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\memory\available kbytes","30292852"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\memory\committed bytes","2834698240"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\paging file(_total)\% usage","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\database cache memory (kb)","17608"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\free memory (kb)","2688"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\target server memory (kb)","29032440"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\total server memory (kb)","371952"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk reads/sec","132.223188766"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk writes/sec","154.094693674661"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk transfers/sec","286.317882440661"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk read bytes/sec","7126133.96296757"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk write bytes/sec","1103532.74512241"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk bytes/sec","8229666.70808997"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/read","53894.7368421053"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/write","7161.3935483871"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/transfer","28743.1111111111"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk sec/transfer","0.000579641319444444"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk reads/sec","78.5385858083758"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk reads/sec","51.6962843295638"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk reads/sec","1.98831862806015"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk writes/sec","16.9007083385112"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk writes/sec","4.97079657015037"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk writes/sec","131.22902945197"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk writes/sec","0.994159314030073"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk transfers/sec","95.439294146887"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk transfers/sec","4.97079657015037"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk transfers/sec","182.925313781533"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk transfers/sec","2.98247794209022"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk read bytes/sec","5147104.75953772"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk read bytes/sec","1848722.7538213"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk read bytes/sec","130306.44960855"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk write bytes/sec","73297.3779048092"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk write bytes/sec","10180.191375668"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk write bytes/sec","1011911.02274139"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk write bytes/sec","8144.15310053436"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk bytes/sec","5220402.13744252"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk bytes/sec","10180.191375668"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk bytes/sec","2860633.77656269"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk bytes/sec","138450.602709084"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/read","65536"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/read","35761.2307692308"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/read","65536"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/write","4336.94117647059"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/write","2048"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/write","7711.0303030303"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/write","8192"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/transfer","54698.6666666667"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/transfer","2048"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/transfer","15638.2608695652"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/transfer","46421.3333333333"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk sec/transfer","0.00110025104166667"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk sec/transfer","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk sec/transfer","0.00046728"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk sec/transfer","0.00030395597826087"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk sec/transfer","0.000953666666666667"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tempdb)\log flushes/sec","5.96495588418044"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(model)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(msdb)\log flushes/sec","2.98247794209022"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(mssqlsystemresource)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tpcc)\log flushes/sec","3.97663725612029"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(_total)\log flushes/sec","18.8890269665714"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(master)\log flushes/sec","5.96495588418044"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tempdb)\log bytes flushed/sec","10180.191375668"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(model)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(msdb)\log bytes flushed/sec","1527.02870635019"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(mssqlsystemresource)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tpcc)\log bytes flushed/sec","2036.03827513359"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(_total)\log bytes flushed/sec","20360.3827513359"
"Blog-B1","1/7/2020 8:00:39 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(master)\log bytes flushed/sec","6617.12439418417"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\processor(_total)\% processor time","48.5306389557457"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\processor(0)\% processor time","65.6870926371638"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\processor(1)\% processor time","36.0532180965325"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\processor(2)\% processor time","45.4112837409424"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\processor(3)\% processor time","46.970961348344"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\processor(_total)\% privileged time","0.779838803700823"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\processor(_total)\% user time","49.1298446331518"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(default)\cpu usage %","16.9161676646707"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(internal)\cpu usage %","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\memory\available kbytes","28000260"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\memory\committed bytes","5219442688"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\paging file(_total)\% usage","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\database cache memory (kb)","2160128"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\free memory (kb)","1576"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\target server memory (kb)","29032440"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\total server memory (kb)","2600072"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk reads/sec","1242.28082759947"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk writes/sec","283.520543718267"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk transfers/sec","1525.80137131774"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk read bytes/sec","80847828.6133341"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk write bytes/sec","16543910.6198981"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk bytes/sec","97391739.2332322"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/read","65080.1548387097"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/write","58351.7173144876"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/transfer","63829.8936309915"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk sec/transfer","0.256623435653316"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk reads/sec","274.5039893244"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk reads/sec","967.776838275073"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk writes/sec","46.084611346432"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk writes/sec","237.435932371835"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk transfers/sec","46.084611346432"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk transfers/sec","511.939921696234"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk transfers/sec","967.776838275073"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk read bytes/sec","17554918.8309737"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk read bytes/sec","63292909.7823604"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk write bytes/sec","1102311.84454659"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk write bytes/sec","15441598.7753515"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk bytes/sec","1102311.84454659"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk bytes/sec","32996517.6063252"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk bytes/sec","63292909.7823604"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/read","63951.4160583942"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/read","65400.314699793"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/write","23919.3043478261"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/write","65034.8016877637"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/transfer","23919.3043478261"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/transfer","64453.8864970646"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/transfer","65400.314699793"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk sec/transfer","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk sec/transfer","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk sec/transfer","0.000614319565217391"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk sec/transfer","0.000746737181996086"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk sec/transfer","0.404168166977226"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tempdb)\log flushes/sec","3.00551813128905"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(model)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(msdb)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(mssqlsystemresource)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tpcc)\log flushes/sec","46.084611346432"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(_total)\log flushes/sec","49.0901294777211"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(master)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tempdb)\log bytes flushed/sec","184659.033986399"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(model)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(msdb)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(mssqlsystemresource)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tpcc)\log bytes flushed/sec","1102311.84454659"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(_total)\log bytes flushed/sec","1286970.87853299"
"Blog-B1","1/7/2020 8:01:41 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(master)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\processor(_total)\% processor time","6.50354884536817"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\processor(0)\% processor time","12.2749300982018"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\processor(1)\% processor time","0"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\processor(2)\% processor time","7.65782115600194"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\processor(3)\% processor time","6.11878484193531"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\processor(_total)\% privileged time","1.53903631406663"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\processor(_total)\% user time","5.00186309580036"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(default)\cpu usage %","7.79543197616683"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(internal)\cpu usage %","0.0496524329692155"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\memory\available kbytes","17800900"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\memory\committed bytes","15662661632"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\paging file(_total)\% usage","0"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\database cache memory (kb)","12117424"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\free memory (kb)","1464"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\target server memory (kb)","29032440"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\total server memory (kb)","12771872"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk reads/sec","1605.3766973597"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk writes/sec","1871.27966150055"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk transfers/sec","3476.65635886025"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk read bytes/sec","105161017.191374"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk write bytes/sec","24490830.1819185"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk bytes/sec","129651847.373292"
"Blog-B1","1/7/2020 8:02:43 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/read","65505.5086848635"
