"Task ID","Event Date Time (UTC)","Performance Counter","Value"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk read bytes/sec","22702617.6629217"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk write bytes/sec","4435395.87255498"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk write bytes/sec","247845.170992595"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk bytes/sec","4435395.87255498"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk bytes/sec","247845.170992595"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk bytes/sec","22702617.6629217"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/read","8192"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/write","4886.75555555556"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/write","61440"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/transfer","4886.75555555556"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/transfer","61440"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/transfer","8192"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk sec/transfer","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk sec/transfer","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk sec/transfer","0.000612712111111111"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk sec/transfer","0.0001237"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk sec/transfer","0.00189493609898108"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tempdb)\log flushes/sec","4.0339383299576"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(model)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(msdb)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(mssqlsystemresource)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tpcc)\log flushes/sec","905.619155075481"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(_total)\log flushes/sec","909.653093405439"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(master)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tempdb)\log bytes flushed/sec","247845.170992595"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(model)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(msdb)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(mssqlsystemresource)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tpcc)\log bytes flushed/sec","4425585.33453652"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(_total)\log bytes flushed/sec","4673430.50552912"
"Blog-B1","1/7/2020 8:14:05 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(master)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\processor(_total)\% processor time","3.9083928428396"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\processor(0)\% processor time","4.6896254213531"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\processor(1)\% processor time","6.2520905783801"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\processor(2)\% processor time","1.56469510729911"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\processor(3)\% processor time","3.1271602643261"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\processor(_total)\% privileged time","0.781232578513499"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\processor(_total)\% user time","3.124930314054"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(default)\cpu usage %","2.04795204795205"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(internal)\cpu usage %","0.024975024975025"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\memory\available kbytes","946224"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\memory\committed bytes","33167904768"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\paging file(_total)\% usage","5.09627492804276"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\database cache memory (kb)","28793384"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\free memory (kb)","33688"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\target server memory (kb)","29894688"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\total server memory (kb)","29894688"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk reads/sec","482.060263168674"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk writes/sec","1182.50690860792"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk transfers/sec","1664.56717177659"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk read bytes/sec","3949037.67587777"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk write bytes/sec","12216562.4031036"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk bytes/sec","16165600.0789814"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/read","8192"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/write","10331.0706382979"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/transfer","9711.59371221282"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk sec/transfer","0.373236202478839"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk reads/sec","482.060263168674"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk writes/sec","142.90721789134"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk writes/sec","1.00638885838972"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk writes/sec","1038.59330185819"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk transfers/sec","142.90721789134"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk transfers/sec","1.00638885838972"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk transfers/sec","1520.65356502686"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk read bytes/sec","3949037.67587777"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk write bytes/sec","843498.78332619"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk write bytes/sec","61832.5314594641"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk write bytes/sec","11311231.088318"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk bytes/sec","843498.78332619"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk bytes/sec","61832.5314594641"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk bytes/sec","15260268.7641957"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/read","8192"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/write","5902.42253521127"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/write","61440"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/write","10890.9147286822"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/transfer","5902.42253521127"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/transfer","61440"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/transfer","10035.3355393779"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk sec/transfer","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk sec/transfer","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk sec/transfer","0.000503085915492958"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk sec/transfer","9.47E-05"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk sec/transfer","0.408510978491066"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tempdb)\log flushes/sec","1.00638885838972"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(model)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(msdb)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(mssqlsystemresource)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tpcc)\log flushes/sec","142.90721789134"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(_total)\log flushes/sec","143.913606749729"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(master)\log flushes/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tempdb)\log bytes flushed/sec","61832.5314594641"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(model)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(msdb)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(mssqlsystemresource)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(tpcc)\log bytes flushed/sec","843498.78332619"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(_total)\log bytes flushed/sec","905331.314785654"
"Blog-B1","1/7/2020 8:15:07 PM","\\ec2amaz-2k3pvvl\sqlserver:databases(master)\log bytes flushed/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\processor(_total)\% processor time","0.0221950726938647"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\processor(0)\% processor time","0.0221950726938647"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\processor(1)\% processor time","0.0221950726938647"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\processor(2)\% processor time","0.0221950726938647"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\processor(3)\% processor time","0.0221950726938647"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\processor(_total)\% privileged time","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\processor(_total)\% user time","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(default)\cpu usage %","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\sqlserver:workload group stats(internal)\cpu usage %","0.0246305418719212"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\memory\available kbytes","1822632"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\memory\committed bytes","32270176256"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\paging file(_total)\% usage","5.09113512541118"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\database cache memory (kb)","27935176"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\free memory (kb)","6888"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\target server memory (kb)","29929568"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\sqlserver:memory manager\total server memory (kb)","29017416"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\logicaldisk(_total)\avg. disk sec/transfer","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk reads/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk writes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk transfers/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk read bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk write bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\disk bytes/sec","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/read","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(3 l:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(4 t:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(2 e:)\avg. disk bytes/write","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(0 c:)\avg. disk bytes/transfer","0"
"Blog-B1","1/7/2020 8:16:09 PM","\\ec2amaz-2k3pvvl\physicaldisk(1 g:)\avg. disk bytes/transfer","0"
